"uniqueID","Title","Authors","Source.Title","Publication.Year","exclude","reason.simplified","grazer.status","last.grazing.event","study.duration","lat","lon","elevation","country","n.sites","survey.technique","grazerspecies.indigenous","grazerspecies.domestic","site.lat","site.lon","site.elevation","plantedvsselfassembled","veg.class","openvsfenced","tilledvsleftalone","herbivores","fertilization","fire","publicvsprivate","year.initiated","year.finished","FloodEvent","hasData"
1722,"Large herbivore grazing limits small-mammal densities in Finnish Lapland","den Herder, Michael; Helle, Samuli; Niemela, Pekka; Henttonen, Heikki; Helle, Timo","ANNALES ZOOLOGICI FENNICI",2016,"no",NA,"domesticated","18",4,68.05,24.15,"","Finland","6","live traps: mark-recapture","no","yes","","","","","wetland;forest;tundra","","","reindeer;voles;shrews;mustelids;hares","","","public","2004","2007","","yes"
1733,"Ground-dwelling spider diversity in rare European oak and yew woodlands and the impact of grazing","Fuller, Lauren; Newman, Miles; Irwin, Sandra; Kelly, Tom; O'Halloran, John","BIODIVERSITY AND CONSERVATION",2014,"no",NA,"indigenous","6-9 years",1,52.0167,-9.566666667,"","Ireland","4","pitfall trap","yes","no","","","","","forest","","","deer","","","public","2011","2011","","yes"
1757,"Effects of plant cover improvements for nesting ducks on grassland songbirds","Lapointe, S; Belanger, L; Giroux, JF; Filion, B","CANADIAN FIELD-NATURALIST",2003,"no",NA,"domesticated","1",3,45.06666667,-73.03333333,"","Canada","4","counting","no","yes","","","","P","grassland","","","cattle","","","private","1992","1994","Yes","yes"
1763,"Effects of Grazing on the Northern Three-Toed Jerboa Pre- and Post-Hibernation","Yuan, Shuai; Fu, Heping; Wu, Xiaodong; Yang, Suwen; Malqin, Xingan; Yue, Xiuxian","JOURNAL OF WILDLIFE MANAGEMENT",2018,"no",NA,"domesticated","4",6,37.4,104.1667,"800-1500","China","1","live traps: mark-recapture","no","yes","","","","SA;P","grassland;desert","","","sheep;northern three-toed jerboa;midday gerbil;Mongolian five-toed jerboa","","","public","2006","2011","","yes"
1767,"Progressively excluding mammals of different body size affects community and trait structure of ground beetles","Wang, Xiaowei; Steiner, Magdalena; Schuetz, Martin; Vandegehuchte, Martijn L.; Risch, Anita C.","OIKOS",2018,"no",NA,"indigenous","1",5,46.65,10.18333333,"1975, 2300","Switzerland","18","pitfall trap","yes","no","","","","SA","grassland;alpine","","LA","red deer;chamois;alpine marmot;moutain hare;rodents","","","public","2009","2013","","yes"
1770,"Grazing and resource availability control soil nematode body size and abundance-mass relationship in semi-arid grassland","Andriuzzi, Walter S.; Wall, Diana H.","JOURNAL OF ANIMAL ECOLOGY",2018,"no",NA,"domesticated and indigenous","18",19,40.8679305,-104.7072222,"657","USA","3","soil cores","yes","yes","","","","","grassland","","","cattle;rodents;pronghorn;lagomorphs","","","public","1996","2014","","yes"
1774,"Red deer structure the ground-dwelling beetle community in boreal forest","Lilleeng, Marte Synnove; Rydgren, Knut; Halvorsen, Rune; Moe, Stein R.; Hegland, Stein Joar","BIODIVERSITY AND CONSERVATION",2018,"no",NA,"indigenous","10",11,61.5,5.083333333,"70","Norway","1","pitfall trap","yes","no","","","","SA","forest","","LA","red deer","","","","2001","2011","","yes"
1775,"Large decline of birds in Sahelian rangelands due to loss of woody cover and soil seed bank","Zwarts, Leo; Bijlsma, Rob G.; van der Kamp, Jan","JOURNAL OF ARID ENVIRONMENTS",2018,"no",NA,"domesticated","33",57,15.5,-14.7,"","Senegal","12","transect/count","no","yes","","","","","grassland;shrubland;forest","","","cattle;sheep;goats;camels","","","","1960","2016","","yes"
1777,"Managed grazing is an effective strategy to restore habitat for the endangered autumn buttercup (Ranunculus aestivalis)","Skopec, Michele M.; Lewinsohn, Jennifer; Sandoval, Tyson; Wirick, Clint; Murray, Sheila; Pence, Valerie; Whitham, Linda","RESTORATION ECOLOGY",2018,"no",NA,"domesticated and indigenous","1",3,NA,NA,"","USA","1","live trap, mark-recapture","yes","yes","","","","P","grassland;wetland","","","cattle;rodents;voles","","","","2013","2015","","yes"
1783,"Immediate and long-term facilitative effects of cattle grazing on a polyphagous caterpillar","Berman, Tali S.; Ben-Ari, Matan; Henkin, Zalmen; Inbar, Moshe","AGRICULTURE ECOSYSTEMS & ENVIRONMENT",2018,"no",NA,"domesticated","12",2,32.91666667,35.58333333,"","Israel","1","counting","no","yes","","","","","grassland","","","cattle","","","private","2014","2015","","yes"
1788,"Herbivore removal reduces influence of arbuscular mycorrhizal fungi on plant growth and tolerance in an East African savanna","Gonzalez, Jonathan B.; Petipas, Renee H.; Franken, Oscar; Kiers, E. Toby; Veblen, Kari E.; Brody, Alison K.","OECOLOGIA",2018,"no",NA,"domesticated and indigenous","17",2,NA,NA,"","Kenya","1","root extraction/termial restriction fragment length polymorphism","yes","yes","","","","SA","grassland","","LA","cattle;large ungulates;mega-herbivores","","","private","2011","2012","","yes"
1808,"Passive recovery of small vertebrates following livestock removal in the Australian rangelands","Haby, Nerissa A.; Brandle, Robert","RESTORATION ECOLOGY",2018,"no",NA,"domesticated","21, 13",17,NA,NA,"","Australia","8","traps","yes","yes","","","","SA","shrubland;forest","","LA","cattle;sheep;goats;rabbits;kangaroos","","","public","1997","2013","","yes"
1835,"Changes in arbuscular mycorrhiza fungi spore density and root colonization of woody plants in response to exclosure age and slope position in the highlands of Tigray, Northern Ethiopia","Birhane, Emiru; Aregawi, Kahsay; Giday, Kidane","JOURNAL OF ARID ENVIRONMENTS",2017,"no",NA,"domesticated","5-20 years",1,NA,NA,"2232 to 2937","Ethiopia","12","soil core/wet sieving","","","","","","P","grassland;shrubland;forest","","","","","","","2015","2015","","yes"
1859,"Sympatric cattle grazing and desert bighorn sheep foraging","Garrison, Kyle R.; Cain, James W., III; Rominger, Eric M.; Goldstein, Elise J.","JOURNAL OF WILDLIFE MANAGEMENT",2016,"no",NA,"domesticated and indigenous","61",2,NA,NA,"","USA","2","observation, telemetry","yes","yes","","","","SA","desert;grassland;shrubland","","LA","cattle;bighorn sheep;mule deer;javelina;oryx","","","public","2012","2013","","yes"
1860,"The impact of sheep grazing on the depth of spider burrows and of burrows selected by the pygmy bluetongue lizard (Tiliqua adelaidensis)","Clayton, Jessica; Bull, Michael","WILDLIFE RESEARCH",2016,"no",NA,"domesticated","1",3,-33.7,138.9333333,"","Australia","1","transect","no","yes","","","","SA","grassland","","LA","sheep","","","private","2012","2014","","yes"
1892,"ANIMAL MOVEMENT IN HETEROGENEOUS LANDSCAPES - AN EXPERIMENT WITH ELEODES BEETLES IN SHORTGRASS PRAIRIE","CRIST, TO; GUERTIN, DS; WIENS, JA; MILNE, BT","FUNCTIONAL ECOLOGY",1992,"no",NA,"domesticated","",NA,40.83333333,-104.7,"1647","USA","1","pitfall & tracking","no","yes","","","","","grassland;shrubland","","","cattle","","","public","1990","","","yes"
1893,"Consequences of pastoral abandonment for the structure and diversity of the alpine avifauna","Laiolo, P; Dondero, F; Ciliento, E; Rolando, A","JOURNAL OF APPLIED ECOLOGY",2004,"no",NA,"domesticated","",2,45.51666667,7.266666667,"1900-3000","Italy","1","count","no","yes","","","","SA","grassland;shrubland;forest","","LA","cattle;sheep","","","public","2001","2002","","yes"
1895,"The effects of land use on the structure of ground-foraging ant communities in the Argentine Chaco","Bestelmeyer, BT; Wiens, JA","ECOLOGICAL APPLICATIONS",1996,"no",NA,"domesticated","6",1,NA,NA,"","Argentina","4","pitfall","no","yes","","","","SA","grassland;shrubland","open","LA","cattle;goats","","","","1992","1992","","yes"
1901,"Alterations of steppe-like grasslands in Eastern Europe: a threat to regional biodiversity hotspots","Cremene, C; Groza, G; Rakosy, L; Schileyko, AA; Baur, A; Erhardt, A; Baur, B","CONSERVATION BIOLOGY",2005,"no",NA,"domesticated","3 to 30 years",1,46.55,23.6,"270-400","Romania","13","light trap & transect","no","yes","","","","SA;P","grassland","","","cattle;sheep","no","","private","2001","2001","","yes"
1914,"Effects of grassland abandonment, restoration and management on butterflies and vascular plants","Ockinger, Erik; Eriksson, Anna K.; Smith, Henrik G.","BIOLOGICAL CONSERVATION",2006,"no",NA,"domesticated","5-10 years",2,55.66666667,13.5,"","Sweden","24","transect","no","yes","","","","","grassland","","","cattle;horses;sheep","","","public;private","2003","2004","","yes"
1926,"The influence of grazing intensity and landscape composition on the diversity and abundance of flower-visiting insects","Sjodin, N. Erik; Bengtsson, Jan; Ekbom, Barbara","JOURNAL OF APPLIED ECOLOGY",2008,"no",NA,"domesticated","10",NA,59.08333333,16.46666667,"","Sweden","8","observation","no","yes","","","","","grassland;forest","","","cattle;horses","","","private","","","","yes"
1942,"Effects of grazing intensity on bird assemblages and populations of Hungarian grasslands","Baldi, A; Batary, P; Erdos, S","AGRICULTURE ECOSYSTEMS & ENVIRONMENT",2005,"no",NA,"domesticated","",1,NA,NA,"","Hungary","42","transect","no","yes","","","","","grassland;wetland","","","cattle","no","","public;private","2003","2003","","yes"
1956,"Effect of conservation management on bees and insect-pollinated grassland plant communities in three European countries","Batary, Peter; Baldi, Andras; Saropataki, Miklos; Kohler, Florian; Verhulst, Jort; Knop, Eva; Herzog, Felix; Kleijn, David","AGRICULTURE ECOSYSTEMS & ENVIRONMENT",2010,"no",NA,"domesticated","",1,NA,NA,"","Hungary","42","transect, sweepnet","no","yes","","","","","grassland;shrubland;wetland;forest","open;fenced","","cattle","yes;no","","","2003","2003","","yes"
1958,"Grassland versus non-grassland bird abundance and diversity in managed grasslands: local, landscape and regional scale effects","Batary, Peter; Baldi, Andras; Erdos, Sarolta","BIODIVERSITY AND CONSERVATION",2007,"no",NA,"domesticated","",1,NA,NA,"","Hungary","42","transect, sweepnet","no","yes","","","","SA","grassland;wetland;forest","","","cattle","no","","public","2003","2003","","yes"
1975,"Restoration of butterfly and moth communities in semi-natural grasslands by cattle grazing","Poyry, J; Lindgren, S; Salminen, J; Kuussaari, M","ECOLOGICAL APPLICATIONS",2004,"no",NA,"domesticated",">10",2,NA,NA,"","Finland","33","transec","no","yes","","","","","grassland","","","cattle","","","","1999","2000","","yes"
1991,"Relative contributions of local and regional factors to species richness and total density of butterflies and moths in semi-natural grasslands","Poeyry, J.; Paukkunen, J.; Helioelae, J.; Kuussaari, M.","OECOLOGIA",2009,"no",NA,"domesticated","2-50 years",1,NA,NA,"","Finland","48","transect","no","yes","","","","","grassland","","","cattle","","","","2000","2000","","yes"
2002,"The impact of feral horses on grassland bird communities in Argentina","Zalba, SM; Cozzani, NC","ANIMAL CONSERVATION",2004,"no",NA,"domesticated","6",1,-38,-62.86666667,"","Argentina","8","transect","yes","no","","","","SA","grassland","open","LA","horses","","","public","2001","2001","","yes"
2004,"The implications of grazing and predator management on the habitats and breeding success of black grouse Tetrao tetrix","Baines, D","JOURNAL OF APPLIED ECOLOGY",1996,"no",NA,"domesticated and indigenous","",3,NA,NA,"","UK","20","transect, sweep net","yes","yes","","","","","grassland;forest","","","sheep;red deer","","","private","1991","1993","","yes"
2012,"The distribution of ant colonies in a semiarid landscape: Implications for community and ecosystem processes","Crist, TO; Wiens, JA","OIKOS",1996,"no",NA,"domesticated","",1,NA,NA,"","USA","5","photograph","no","yes","","","","","grassland;shrubland","","","cattle","","","public","1990","1990","","yes"
2018,"Effects of local and landscape scale and cattle grazing intensity on Orthoptera assemblages of the Hungarian Great Plain","Batary, Peter; Orci, Kirill Mark; Baldi, Andras; Kleijn, David; Kisbenedek, Tibor; Erdos, Sarolta","BASIC AND APPLIED ECOLOGY",2007,"no",NA,"domesticated","",1,NA,NA,"","Hungary","42","sweepnet","no","yes","","","","","grassland;wetland","","","cattle","no","","public","2003","2003","","yes"
2020,"GRAZING INTENSITY EFFECTS ON THE BREEDING AVIFAUNA OF NORTH-DAKOTA NATIVE GRASSLANDS","KANTRUD, HA","CANADIAN FIELD-NATURALIST",1981,"no",NA,"domesticated","",NA,NA,NA,"","USA","180","transect","","","","","","","","","","","","","","","","","yes"
2073,"Pollinator behavioural responses to grazing intensity","Sjodin, N. Erik","BIODIVERSITY AND CONSERVATION",2007,"no",NA,"domesticated","",7,65.63333333,15.63333333,"","Sweden","2","observation","no","yes","","","","","grassland","","","cattle","","","private","1997","2003","","yes"
2076,"Effects of livestock grazing on pollination on a steppe in eastern Mongolia","Yoshihara, Yu; Chimeddorj, Buyanaa; Buuueibaatar, Bayarbaatar; Lhaquasuren, Badamjavin; Takatsuki, Seiki","BIOLOGICAL CONSERVATION",2008,"no",NA,"domesticated","",1,47.65,112.4166667,"","Mongolia","1","transect/observation","no","yes","","","","","grassland","","","sheep;goats;horses;cattle;diptera;hymenoptera;coleoptera;lepidoptera","","","","2005","2005","","yes"
2100,"Suppression of grasshoppers in the Great Plains through grazing management","Onsager, JA","JOURNAL OF RANGE MANAGEMENT",2000,"no",NA,"domesticated","",6,47.58333333,-104,"","USA","9","sweepnet","no","yes","","","","","grassland","","","cattle","","","","1993","1998","","yes"
2117,"Local and landscape management drive trait-mediated biodiversity of nine taxa on small grassland fragments","Kormann, Urs; Roesch, Verena; Batary, Peter; Tscharntke, Teja; Orci, Kirill Mark; Samu, Ferenc; Scherber, Christoph","DIVERSITY AND DISTRIBUTIONS",2015,"no",NA,"domesticated","5-15 years",1,51.50833333,9.15,"","Germany","30","transect, suction sampling, pan traps, box quadrat, pitfall traps","no","yes","","","","P","grassland;forest","","","cattle;horses;sheep;goats;ponies;hemiptera;diptera;hymenoptera;lepidoptera;orthoptera","","","","2011","2011","","yes"
2118,"Effects of grazing and biogeographic regions on grassland biodiversity in Hungary - analysing assemblages of 1200 species","Baldi, A.; Batary, P.; Kleijn, D.","AGRICULTURE ECOSYSTEMS & ENVIRONMENT",2013,"no",NA,"domesticated","",2,NA,NA,"","Hungary","42","pitfall, sweepnet, transect","no","yes","","","","SA","grassland","","LA","cattle","no","no","public;private","2003","2004","","yes"
2120,"Spiders are not less diverse in small and isolated grasslands, but less diverse in overgrazed grasslands: A field study (East Hungary, Nyirseg)","Horvath, Roland; Magura, Tibor; Szinetar, Csaba; Tothmeresz, Bela","AGRICULTURE ECOSYSTEMS & ENVIRONMENT",2009,"no",NA,"domesticated","",3,NA,NA,"","Hungary","8","sweepnet","no","yes","","","","","grassland","","","cattle;sheep","","","","2001","2003","","yes"
2199,"Influence of pasture management on soil biological quality","Banerjee, MR; Burton, DL; McCaughey, WP; Grant, CA","JOURNAL OF RANGE MANAGEMENT",2000,"no",NA,"domesticated","",3,49.86666667,-99.98333333,"363","Canada","8","Chloroform fumigation and direct extraction (Microbical C and N), Maximum potential activity (arylsulfatase)","yes","no","","","","P","grassland","","","cattle","yes","","","1993","1995","","yes"
2200,"Differences in mammal and bird assemblages between commercial and communal rangelands in the Succulent Karoo, South Africa","Joubert, DF; Ryan, PG","JOURNAL OF ARID ENVIRONMENTS",1999,"no",NA,"domesticated","",1,30.4,-18.13333333,"900-1500","South Africa","3","PVC live traps, ocular estimates, line-intercept","yes","yes","","","","","grassland","","","goats;sheep;feral donkeys","","","public;private","1997","1997","","yes"
2211,"Grazing intensity affects insect diversity via sward structure and heterogeneity in a long-term experiment","Jerrentrup, Jana Sabrina; Wrage-Moennig, Nicole; Roever, Klaus-Ulrich; Isselstein, Johannes","JOURNAL OF APPLIED ECOLOGY",2014,"no",NA,"domesticated","",10,51.78194444,9.703611111,"250","Germany","6","Sweep-net, ocular estimation","no","yes","","","","","grassland","","","cattle","no","","","2002","2011","","yes"
2267,"The population dynamics of a woodlouse, Armadillidium vulgare: an example of biotic compensatory mechanisms amongst terrestrial macrodecomposers?","Hassall, M; Dangerfield, JM","PEDOBIOLOGIA",1997,"no",NA,"indigenous","",NA,52.462382,0.584451,"UNKN","UK","3","Extractor, ocular estimation","","","","","","","","","","","","","","","","","yes"
2276,"Effects of management intensity on land snails in Swiss nutrient-poor pastures","Boschi, Cristina; Baur, Bruno","AGRICULTURE ECOSYSTEMS & ENVIRONMENT",2007,"no",NA,"domesticated","",1,47.25,7.133333333,"360","Switzerland","21","Quadrats","no","yes","","","","","grassland;forest","","","cattle;horses","yes","","private","2005","2005","","yes"
2282,"Relationships between earthworm populations, grassland management and badger densities in County Kilkenny, Ireland","Muldowney, J; Curry, JP; O'Keeffe, J; Schmidt, O","PEDOBIOLOGIA",2003,"no",NA,"domesticated","",2,52.654145,-7.244789,"UNKN","Ireland","20","Core extraction","","","","","","","grassland","","","","yes","","private","1999","2000","","yes"
2341,"Impact of grazing on soil microbial communities along a chronosequence of Acacia tortilis subsp raddiana in arid soils in Tunisia","Fterich, Amira; Mandhi, Mosbah; Mars, Mohamed","EUROPEAN JOURNAL OF SOIL BIOLOGY",2012,"no",NA,"indigenous","",1,34.65,9.8,"UNKN","Tunisia","2","Coring and transects","yes","no","","","","","grassland;shrubland","","","Addax nasomaculatus;Oryx leucoryx;Struthio camelus","","","public","2009","2009","","yes"
2359,"Alternative Rangeland Management Strategies and the Nesting Ecology of Greater Prairie-Chickens","McNew, Lance B.; Winder, Virginia L.; Pitman, James C.; Sandercock, Brett K.","RANGELAND ECOLOGY & MANAGEMENT",2015,"no",NA,"domesticated and indigenous","",3,37.283361,-96.675303,"UNKN","USA","2","Walk-in traps","no","yes","","","","","grassland","","","cattle;bison","","yes","public;private","2011","2013","","yes"
2366,"Short-term responses of native bees to livestock and implications for managing ecosystem services in grasslands","Kimoto, Chiho; DeBano, Sandra J.; Thorp, Robbin W.; Taylor, Robert V.; Schmalz, Heidi; DelCurto, Timothy; Johnson, Tracey; Kennedy, Patricia L.; Rao, Sujaya","ECOSPHERE",2012,"no",NA,"domesticated","0",2,45.555892,-116.958709,"1400","USA","16","Robel pole, vane traps","no","yes","","","","","grassland","","","horse;sheep;cattle","","","private","2007","2008","","yes"
2381,"Changes in spider assemblages along grassland and savanna grazing gradients in northern Australia","Churchill, TB; Ludwig, JA","RANGELAND JOURNAL",2004,"no",NA,"domesticated","",1,-16.118818,130.958083,"UNKN","Australia","11","Pitfall traps","no","yes","","","","","grassland","","","cattle","","","private","1998","1998","","yes"
2402,"Influence of livestock grazing on meadow pipit foraging behaviour in upland grassland","Vandenberghe, Charlotte; Prior, Gina; Littlewood, Nick A.; Brooker, Rob; Pakeman, Robin","BASIC AND APPLIED ECOLOGY",2009,"no",NA,"domesticated","",1,56.234187,-4.369429,"350","Scotland","3","Flushing, leaf blower, quadrat - stratified","no","yes","","","","","grassland","","LA","sheep;cattle","no","","private","2007","2007","","yes"
2409,"Long-term changes in collembolan communities in grazed and non-grazed abandoned arable fields in Denmark","Petersen, H; Jucevica, E; Gjelstrup, P","PEDOBIOLOGIA",2004,"no",NA,"domesticated","16",15,56.216667,10.533333,"UNKN","Denmark","5","Straified cores","no","yes","","","","","grassland","","","sheep;cattle","","","","1985","1999","","yes"
2433,"Bird community responses to cattle stocking rates in a Pacific Northwest bunchgrass prairie","Johnson, Tracey N.; Kennedy, Patricia L.; DelCurto, Tim; Taylor, Robert V.","AGRICULTURE ECOSYSTEMS & ENVIRONMENT",2011,"no",NA,"domesticated","",5,45.555864,-116.956839,"UNKN","USA","4","Robel pole, point count","no","yes","","","","SA","grassland","fenced","LA","cattle","","","private","2006","2010","","yes"
2444,"Is breeding of farmland wading birds depressed by a combination of predator abundance and grazing?","van der Wal, R.; Palmer, S. C. F.","BIOLOGY LETTERS",2008,"no",NA,"domesticated","",1,60.529285,-1.265202,"UNKN","UK","40","transect vegetation height, ocular survey","no","yes","","","","","grassland;wetland","","","sheep","","","private","2004","2004","","yes"
2456,"BOBWHITE HABITAT USE UNDER SHORT DURATION AND DEFERRED-ROTATION GRAZING","WILKINS, RN; SWANK, WG","JOURNAL OF RANGE MANAGEMENT",1992,"no",NA,"domesticated","",2,30.615718,-96.363543,"UNKN","USA","1","Radio collars, vertical strata","no","yes","","","","SA","grassland;shrubland","","","cattle","","","private","1985","1986","","yes"
2464,"Cattle grazing influences soil microbial biomass in sub-tropical grassland ecosystems at Nambol, Manipur, northeast India","Devi, T. Indira; Yadava, P. S.; Garkoti, S. C.","TROPICAL ECOLOGY",2014,"no",NA,"domesticated","",1,24.713084,93.83844,"UNKN","India","3","Stratified coring","no","yes","","","","","grassland","","","cattle","","","","2007","2007","","yes"
2490,"Nematode communities response to long-term grazing disturbance on Tibetan plateau","Hu, Jing; Wu, Jihua; Ma, Miaojun; Nielsen, Uffe N.; Wang, Jing; Du, Guozhen","EUROPEAN JOURNAL OF SOIL BIOLOGY",2015,"no",NA,"indigenous","",15,33.997712,102.072698,"UNKN","China","3","Soil cores, stratified quadrats","no","yes","","","","SA","alpine;grassland","open","LA","yaks","","","private","1999","2013","","yes"
2493,"Insensitivity of Soil Microbial Activity to Temporal Variation in Soil N in Subarctic Tundra: Evidence from Responses to Large Migratory Grazers","Stark, Sari; Vaisanen, Maria","ECOSYSTEMS",2014,"no",NA,"indigenous","",2,69.283331,21.300011,"615","Norway","1","Soil cores","no","yes","","","","SA","shrubland","","LA","reindeer","yes","","","2010","2011","","yes"
2496,"Impact of grazing on chemical, physical and biological properties of soils in the mountain rangelands of Sahand, Iran","Mofidi, Morteza; Rashtbari, Mehdi; Abbaspour, Hassan; Ebadi, Ali; Sheidai, Esmaeil; Motamedi, Javad","RANGELAND JOURNAL",2012,"no",NA,"indigenous","",NA,37.384191,46.511478,"1925","Iran","3","Systematic randomized coring","no","yes","","","","SA","grassland","","LA","sheep;goats","no","","private","","","","yes"
2503,"Trapping intensities for sampling ants in Australian rangelands","James, CD","AUSTRAL ECOLOGY",2004,"no",NA,"domesticated","",1,-30.536965,145.115543,"UNKN","Australia","2","Pitfall traps","yes","yes","","","","","grassland;shrubland;forest","","","sheep;goats;kangaroos","","","","1994","1994","","yes"
2522,"Grazing Intensity Influences Ground Squirrel and American Badger Habitat Use in Mixed-Grass Prairies","Bylo, Lindsey N.; Koper, Nicola; Molloy, Kelsey A.","RANGELAND ECOLOGY & MANAGEMENT",2014,"no",NA,"domesticated","",7,49.132747,-107.447211,"UNKN","Canada","9","Point-count, stratified quadrats","no","yes","","","","SA","grassland","","LA","Richardson's ground squirrel;13-lined ground squirrel;cattle","","","public","2006","2012","","yes"
2529,"Impacts of high utilisation pressure on biodiversity components in Colophospermum mopane savanna","Rutherford, M. C.; Powrie, L. W.; Thompson, D. I.","AFRICAN JOURNAL OF RANGE & FORAGE SCIENCE",2012,"no",NA,"domesticated","",NA,-23.942309,31.141104,"440","South Africa","1","Celluose based bait traps","no","yes","","","","","grassland;shrubland;forest","","","cattle;goats;donkeys;sheep","","","","2009","","","yes"
2552,"Interactive effects of large herbivores and plant diversity on insect abundance in a meadow steppe in China","Zhu, Hui; Wang, Deli; Guo, Qinfeng; Liu, Jun; Wang, Ling","AGRICULTURE ECOSYSTEMS & ENVIRONMENT",2015,"no",NA,"domesticated","UNKN",2,43.860049,125.589852,"UNKN","China","1","Sweep net","no","yes","","","","SA","grassland","fenced","","cattle;goats;sheep","","","private","2007","2008","","yes"
2662,"Benthic macroinvertebrate fauna in small streams used by cattle in the Blue Ridge Mountains, Virginia","Braccia, Amy; Voshell, J. Reese, Jr.","NORTHEASTERN NATURALIST",2006,"no",NA,"domesticated","",2,NA,NA,"","","","","no","yes","","","777;882;755;769;747","","grassland;wetland","","","cattle","","","private","2002","2003","","yes"
2728,"Restoration of semi-natural grasslands, a success for phytophagous beetles (Curculionidae)","Steiner, Magdalena; Ockinger, Erik; Karrer, Gerhard; Winsa, Marie; Jonsell, Mats","BIODIVERSITY AND CONSERVATION",2016,"no",NA,"domesticated","0",1,59.6680275,17.39559167,"24; 36; 49; 17; 23; 35; 54; 10; 9; 11; 7; 49","Sweden","8","sweep nets","no","yes","59.74256; 59.65109; 59.64554; 59.86964; 59.89996; 59.83654; 59.84206; 59.63999; 59.51482; 59.54546; 59.43390; 59.39477","18.77014; 18.02307; 17.96265; 17.80884; 17.58362; 17.58362; 17.44629; 17.27600; 17.26501; 16.87088; 16.02356; 16.13342","","SA;P","grassland;shrubland;forest","","","cattle","","","private","2013","2013","","yes"
2947,"Profitable and Sustainable Cattle Grazing Strategies Support Reptiles in Tropical Savanna Rangeland","Neilly, Heather; O'Reagain, Peter; Vanderwal, Jeremy; Schwarzkopf, Lin","RANGELAND ECOLOGY & MANAGEMENT",2018,"no",NA,"domesticated","0",3,-23.575,146.125,"350","Australia","1","Pitfall traps","no","yes","","","","SA","grassland","","LA","cattle","","yes","private","2013","2015","","yes"
2965,"Effect of different management practices on ground beetle (Coleoptera: Carabidae) assemblages of uphill grasslands","Twardowski, Jacek Piotr; Pastuszko, Karolina; Hurej, Michal; Gruss, Iwona","POLISH JOURNAL OF ECOLOGY",2017,"no",NA,"domesticated","0",3,50.902254,15.906418,"425","Poland","1","Pitfall traps","no","yes","","","","","grassland","","","cattle;coleoptera","","","private","2007","2009","","yes"
3027,"Bee diversity in tallgrass prairies affected by management and its effects on above- and below-ground resources","Buckles, Brittany J.; Harmon-Threatt, Alexandra N.","JOURNAL OF APPLIED ECOLOGY",2019,"no",NA,"domesticated and indigenous","",1,37.73,-93.98,"","USA","5","pan trap","no","yes","","","","","grassland","","","cattle;bison","","yes","","2014","2014","","yes"
3029,"Beetle responses to habitat fragmentation depend on ecological traits, habitat condition, and remnant size","Driscoll, DA; Weir, T","CONSERVATION BIOLOGY",2005,"no",NA,"domesticated","",2,-33.91,146.467,"","Australia","3","pitfall traps","no","yes","","","","","grassland;shrubland;forest","","","sheep;coleoptera","","","private","1999","2000","","yes"
3118,"Effects of fire and cattle grazing on amphibians and lizards in northeastern Argentina (Humid Chaco)","Cano, Paula D.; Leynaud, Gerardo C.","EUROPEAN JOURNAL OF WILDLIFE RESEARCH",2010,"no",NA,"domesticated","12",1,-57.9833,-28,"","Argentina","4","traps","no","yes","","","","SA","grassland;wetland","","LA","cattle","","yes","public","2006","2006","","yes"
3120,"Effects of grazing regime on the relative body mass of the endangered pygmy bluetongue lizard (Tiliqua adelaidensis)","Nielsen, Torben Peiter; Bull, Christopher Michael","AUSTRAL ECOLOGY",2019,"no",NA,"domesticated","1",3,-33.67,138.93,"","Australia","6","sweeps","no","yes","","","","SA","grassland","","LA","sheep","","","private","2013","2015","","yes"
3127,"Effects of Private-Land Use, Livestock Management, and Human Tolerance on Diversity, Distribution, and Abundance of Large African Mammals","Kinnaird, Margaret F.; O'Brien, Timothy G.","CONSERVATION BIOLOGY",2012,"no",NA,"domesticated","",3,0.2948,36.2552,"","Kenya","4","camera traps","yes","yes","","","","SA","grassland;shrubland;forest","","LA","cattle;rhinoceroses;sheep;goats;ungulates;scrub hare;aardvark;crested porcupine","","","private","2008","2010","","yes"
3147,"Experimental rewilding enhances grassland functional composition and pollinator habitat use","Garrido, Pablo; Marell, Anders; Ockinger, Erik; Skarin, Anna; Jansson, Anna; Thulin, Carl-Gustaf","JOURNAL OF APPLIED ECOLOGY",2019,"no",NA,"domesticated","1",3,59.733,17.667,"","Sweden","2","","yes","yes","","","","","grassland;forest","","LA","horses;roe deer;moose","","","private","2014","2016","","yes"
3158,"Fauna community trends during early restoration of alluvial open forest/woodland ecosystems on former agricultural land","Smith, Geoffrey C.; Lewis, Tom; Hogan, Luke D.","RESTORATION ECOLOGY",2015,"no",NA,"domesticated","",11,-24.2213,151.2643,"","Australia","5","","no","yes","","","","P","forest","","","cattle","","","","2003","2013","","yes"
3191,"Grazing and wildfire effects on small mammals inhabiting montane meadows","Horncastle, Valerie J.; Chambers, Carol L.; Dickson, Brett G.","JOURNAL OF WILDLIFE MANAGEMENT",2019,"no",NA,"domesticated","",2,34.3863,-110.6335,"2590","USA","64","trapping","yes","yes","","","","SA","grassland;shrubland;forest","","LA","voles;pocket gopher;pronghorn;mule deer;elk;cattle","","yes","public","2012","2013","","yes"
